team,date,competition,opponent,venue,result,gf,ga,is_friendly
Burundi,2024-09-09,African Cup of Nations qualification,Senegal,neutral,L,0,1,False
Curacao,2024-09-09,CONCACAF Nations League,Saint Martin,neutral,W,4,0,False
DR Congo,2024-09-09,African Cup of Nations qualification,Ethiopia,neutral,W,2,0,False
Ethiopia,2024-09-09,African Cup of Nations qualification,DR Congo,neutral,L,0,2,False
France,2024-09-09,UEFA Nations League,Belgium,home,W,2,0,False
Ghana,2024-09-09,African Cup of Nations qualification,Niger,neutral,D,1,1,False
Haiti,2024-09-09,CONCACAF Nations League,Sint Maarten,neutral,W,6,0,False
Iceland,2024-09-09,UEFA Nations League,Turkey,away,L,1,3,False
Lesotho,2024-09-09,African Cup of Nations qualification,Morocco,away,L,0,1,False
Morocco,2024-09-09,African Cup of Nations qualification,Lesotho,home,W,1,0,False
Niger,2024-09-09,African Cup of Nations qualification,Ghana,neutral,D,1,1,False
Norway,2024-09-09,UEFA Nations League,Austria,home,W,2,1,False
Saint Martin,2024-09-09,CONCACAF Nations League,Curacao,neutral,L,0,4,False
Senegal,2024-09-09,African Cup of Nations qualification,Burundi,neutral,W,1,0,False
Sint Maarten,2024-09-09,CONCACAF Nations League,Haiti,neutral,L,0,6,False
Turkey,2024-09-09,UEFA Nations League,Iceland,home,W,3,1,False
Algeria,2024-09-10,African Cup of Nations qualification,Liberia,away,W,3,0,False
Argentina,2024-09-10,FIFA World Cup qualification,Colombia,away,L,1,2,False
Australia,2024-09-10,FIFA World Cup qualification,Indonesia,away,D,0,0,False
Bahrain,2024-09-10,FIFA World Cup qualification,Japan,home,L,0,5,False
Bosnia and Herzegovina,2024-09-10,UEFA Nations League,Hungary,away,D,0,0,False
Botswana,2024-09-10,African Cup of Nations qualification,Egypt,home,L,0,4,False
Brazil,2024-09-10,FIFA World Cup qualification,Paraguay,away,L,0,1,False
Cape Verde,2024-09-10,African Cup of Nations qualification,Mauritania,home,W,2,0,False
Chad,2024-09-10,African Cup of Nations qualification,Ivory Coast,neutral,L,0,2,False
China PR,2024-09-10,FIFA World Cup qualification,Saudi Arabia,home,L,1,2,False
Colombia,2024-09-10,FIFA World Cup qualification,Argentina,home,W,2,1,False
Czechia,2024-09-10,UEFA Nations League,Ukraine,home,W,3,2,False
Ecuador,2024-09-10,FIFA World Cup qualification,Peru,home,W,1,0,False
Egypt,2024-09-10,African Cup of Nations qualification,Botswana,away,W,4,0,False
England,2024-09-10,UEFA Nations League,Finland,home,W,2,0,False
Finland,2024-09-10,UEFA Nations League,England,away,L,0,2,False
Germany,2024-09-10,UEFA Nations League,Netherlands,away,D,2,2,False
Hungary,2024-09-10,UEFA Nations League,Bosnia and Herzegovina,home,D,0,0,False
Indonesia,2024-09-10,FIFA World Cup qualification,Australia,home,D,0,0,False
Iran,2024-09-10,FIFA World Cup qualification,United Arab Emirates,away,W,1,0,False
Iraq,2024-09-10,FIFA World Cup qualification,Kuwait,away,D,0,0,False
Ivory Coast,2024-09-10,African Cup of Nations qualification,Chad,neutral,W,2,0,False
Japan,2024-09-10,FIFA World Cup qualification,Bahrain,away,W,5,0,False
Jordan,2024-09-10,FIFA World Cup qualification,Palestine,neutral,W,3,1,False
Kuwait,2024-09-10,FIFA World Cup qualification,Iraq,home,D,0,0,False
Kyrgyzstan,2024-09-10,FIFA World Cup qualification,Uzbekistan,home,L,2,3,False
Liberia,2024-09-10,African Cup of Nations qualification,Algeria,home,L,0,3,False
Mauritania,2024-09-10,African Cup of Nations qualification,Cape Verde,away,L,0,2,False
Netherlands,2024-09-10,UEFA Nations League,Germany,home,D,2,2,False
North Korea,2024-09-10,FIFA World Cup qualification,Qatar,neutral,D,2,2,False
Oman,2024-09-10,FIFA World Cup qualification,South Korea,home,L,1,3,False
Palestine,2024-09-10,FIFA World Cup qualification,Jordan,neutral,L,1,3,False
Paraguay,2024-09-10,FIFA World Cup qualification,Brazil,home,W,1,0,False
Peru,2024-09-10,FIFA World Cup qualification,Ecuador,away,L,0,1,False
Qatar,2024-09-10,FIFA World Cup qualification,North Korea,neutral,D,2,2,False
Saudi Arabia,2024-09-10,FIFA World Cup qualification,China PR,away,W,2,1,False
South Africa,2024-09-10,African Cup of Nations qualification,South Sudan,away,W,3,2,False
South Korea,2024-09-10,FIFA World Cup qualification,Oman,away,W,3,1,False
South Sudan,2024-09-10,African Cup of Nations qualification,South Africa,home,L,2,3,False
Ukraine,2024-09-10,UEFA Nations League,Czechia,away,L,2,3,False
United Arab Emirates,2024-09-10,FIFA World Cup qualification,Iran,home,L,0,1,False
Uruguay,2024-09-10,FIFA World Cup qualification,Venezuela,away,D,0,0,False
Uzbekistan,2024-09-10,FIFA World Cup qualification,Kyrgyzstan,away,W,3,2,False
Venezuela,2024-09-10,FIFA World Cup qualification,Uruguay,home,D,0,0,False
Algeria,2024-10-10,African Cup of Nations qualification,Togo,home,W,5,1,False
Argentina,2024-10-10,FIFA World Cup qualification,Venezuela,away,D,1,1,False
Australia,2024-10-10,FIFA World Cup qualification,China PR,home,W,3,1,False
Austria,2024-10-10,UEFA Nations League,Kazakhstan,home,W,4,0,False
Belgium,2024-10-10,UEFA Nations League,Italy,away,D,2,2,False
Bolivia,2024-10-10,FIFA World Cup qualification,Colombia,home,W,1,0,False
Botswana,2024-10-10,African Cup of Nations qualification,Cape Verde,away,W,1,0,False
Brazil,2024-10-10,FIFA World Cup qualification,Chile,away,W,2,1,False
Cape Verde,2024-10-10,African Cup of Nations qualification,Botswana,home,L,0,1,False
Chile,2024-10-10,FIFA World Cup qualification,Brazil,home,L,1,2,False
China PR,2024-10-10,FIFA World Cup qualification,Australia,away,L,1,3,False
Colombia,2024-10-10,FIFA World Cup qualification,Bolivia,away,L,0,1,False
DR Congo,2024-10-10,African Cup of Nations qualification,Tanzania,home,W,1,0,False
Ecuador,2024-10-10,FIFA World Cup qualification,Paraguay,home,D,0,0,False
England,2024-10-10,UEFA Nations League,Greece,home,L,1,2,False
France,2024-10-10,UEFA Nations League,Israel,neutral,W,4,1,False
Ghana,2024-10-10,African Cup of Nations qualification,Sudan,home,D,0,0,False
Greece,2024-10-10,UEFA Nations League,England,away,W,2,1,False
Iran,2024-10-10,FIFA World Cup qualification,Uzbekistan,away,D,0,0,False
Iraq,2024-10-10,FIFA World Cup qualification,Palestine,home,W,1,0,False
Israel,2024-10-10,UEFA Nations League,France,neutral,L,1,4,False
Italy,2024-10-10,UEFA Nations League,Belgium,home,D,2,2,False
Japan,2024-10-10,FIFA World Cup qualification,Saudi Arabia,away,W,2,0,False
Jordan,2024-10-10,FIFA World Cup qualification,South Korea,home,L,0,2,False
Kazakhstan,2024-10-10,UEFA Nations League,Austria,away,L,0,4,False
Kyrgyzstan,2024-10-10,FIFA World Cup qualification,Qatar,away,L,1,3,False
Norway,2024-10-10,UEFA Nations League,Slovenia,home,W,3,0,False
Palestine,2024-10-10,FIFA World Cup qualification,Iraq,away,L,0,1,False
Paraguay,2024-10-10,FIFA World Cup qualification,Ecuador,away,D,0,0,False
Qatar,2024-10-10,FIFA World Cup qualification,Kyrgyzstan,home,W,3,1,False
Saudi Arabia,2024-10-10,FIFA World Cup qualification,Japan,home,L,0,2,False
Slovenia,2024-10-10,UEFA Nations League,Norway,away,L,0,3,False
South Korea,2024-10-10,FIFA World Cup qualification,Jordan,away,W,2,0,False
Sudan,2024-10-10,African Cup of Nations qualification,Ghana,away,D,0,0,False
Tanzania,2024-10-10,African Cup of Nations qualification,DR Congo,away,L,0,1,False
Togo,2024-10-10,African Cup of Nations qualification,Algeria,away,L,1,5,False
Uzbekistan,2024-10-10,FIFA World Cup qualification,Iran,home,D,0,0,False
Venezuela,2024-10-10,FIFA World Cup qualification,Argentina,home,D,1,1,False
Albania,2024-10-11,UEFA Nations League,Czechia,away,L,0,2,False
Aruba,2024-10-11,CONCACAF Nations League,Haiti,home,L,1,3,False
Bosnia and Herzegovina,2024-10-11,UEFA Nations League,Germany,home,L,1,2,False
Comoros,2024-10-11,African Cup of Nations qualification,Tunisia,away,W,1,0,False
Congo,2024-10-11,African Cup of Nations qualification,South Africa,away,L,0,5,False
Curacao,2024-10-11,CONCACAF Nations League,Grenada,neutral,D,0,0,False
Czechia,2024-10-11,UEFA Nations League,Albania,home,W,2,0,False
Egypt,2024-10-11,African Cup of Nations qualification,Mauritania,home,W,2,0,False
Germany,2024-10-11,UEFA Nations League,Bosnia and Herzegovina,away,W,2,1,False
Grenada,2024-10-11,CONCACAF Nations League,Curacao,neutral,D,0,0,False
Haiti,2024-10-11,CONCACAF Nations League,Aruba,away,W,3,1,False
Hungary,2024-10-11,UEFA Nations League,Netherlands,home,D,1,1,False
Ivory Coast,2024-10-11,African Cup of Nations qualification,Sierra Leone,home,W,4,1,False
Malawi,2024-10-11,African Cup of Nations qualification,Senegal,away,L,0,4,False
Mauritania,2024-10-11,African Cup of Nations qualification,Egypt,away,L,0,2,False
Montenegro,2024-10-11,UEFA Nations League,Turkey,away,L,0,1,False
Netherlands,2024-10-11,UEFA Nations League,Hungary,away,D,1,1,False
New Zealand,2024-10-11,FIFA World Cup qualification,Tahiti,neutral,W,3,0,False
Peru,2024-10-11,FIFA World Cup qualification,Uruguay,home,W,1,0,False
Senegal,2024-10-11,African Cup of Nations qualification,Malawi,home,W,4,0,False
Sierra Leone,2024-10-11,African Cup of Nations qualification,Ivory Coast,away,L,1,4,False
Slovakia,2024-10-11,UEFA Nations League,Sweden,home,D,2,2,False
South Africa,2024-10-11,African Cup of Nations qualification,Congo,home,W,5,0,False
Sweden,2024-10-11,UEFA Nations League,Slovakia,away,D,2,2,False
Tahiti,2024-10-11,FIFA World Cup qualification,New Zealand,neutral,L,0,3,False
Tunisia,2024-10-11,African Cup of Nations qualification,Comoros,home,L,0,1,False
Turkey,2024-10-11,UEFA Nations League,Montenegro,home,W,1,0,False
Uruguay,2024-10-11,FIFA World Cup qualification,Peru,away,L,0,1,False
Central African Republic,2024-10-12,African Cup of Nations qualification,Morocco,away,L,0,5,False
Croatia,2024-10-12,UEFA Nations League,Scotland,home,W,2,1,False
Denmark,2024-10-12,UEFA Nations League,Spain,away,L,0,1,False
Morocco,2024-10-12,African Cup of Nations qualification,Central African Republic,home,W,5,0,False
Poland,2024-10-12,UEFA Nations League,Portugal,home,L,1,3,False
Portugal,2024-10-12,UEFA Nations League,Poland,away,W,3,1,False
Scotland,2024-10-12,UEFA Nations League,Croatia,away,L,1,2,False
Serbia,2024-10-12,UEFA Nations League,Switzerland,home,W,2,0,False
Spain,2024-10-12,UEFA Nations League,Denmark,home,W,1,0,False
Switzerland,2024-10-12,UEFA Nations League,Serbia,away,L,0,2,False
Austria,2024-10-13,UEFA Nations League,Norway,home,W,5,1,False
England,2024-10-13,UEFA Nations League,Finland,away,W,3,1,False
Finland,2024-10-13,UEFA Nations League,England,home,L,1,3,False
Norway,2024-10-13,UEFA Nations League,Austria,away,L,1,5,False
Algeria,2024-10-14,African Cup of Nations qualification,Togo,away,W,1,0,False
Aruba,2024-10-14,CONCACAF Nations League,Haiti,home,L,3,5,False
Belgium,2024-10-14,UEFA Nations League,France,home,L,1,2,False
Bosnia and Herzegovina,2024-10-14,UEFA Nations League,Hungary,home,L,0,2,False
Curacao,2024-10-14,CONCACAF Nations League,Grenada,neutral,W,1,0,False
Czechia,2024-10-14,UEFA Nations League,Ukraine,neutral,D,1,1,False
Estonia,2024-10-14,UEFA Nations League,Sweden,home,L,0,3,False
France,2024-10-14,UEFA Nations League,Belgium,away,W,2,1,False
Germany,2024-10-14,UEFA Nations League,Netherlands,home,W,1,0,False
Grenada,2024-10-14,CONCACAF Nations League,Curacao,neutral,L,0,1,False
Haiti,2024-10-14,CONCACAF Nations League,Aruba,away,W,5,3,False
Hungary,2024-10-14,UEFA Nations League,Bosnia and Herzegovina,away,W,2,0,False
Iceland,2024-10-14,UEFA Nations League,Turkey,home,L,2,4,False
Netherlands,2024-10-14,UEFA Nations League,Germany,away,L,0,1,False
Sweden,2024-10-14,UEFA Nations League,Estonia,away,W,3,0,False
Togo,2024-10-14,African Cup of Nations qualification,Algeria,home,L,0,1,False
Turkey,2024-10-14,UEFA Nations League,Iceland,away,W,4,2,False
Ukraine,2024-10-14,UEFA Nations League,Czechia,neutral,D,1,1,False
Argentina,2024-10-15,FIFA World Cup qualification,Bolivia,home,W,6,0,False
Australia,2024-10-15,FIFA World Cup qualification,Japan,away,D,1,1,False
Bahrain,2024-10-15,FIFA World Cup qualification,Saudi Arabia,away,D,0,0,False
Bolivia,2024-10-15,FIFA World Cup qualification,Argentina,away,L,0,6,False
Botswana,2024-10-15,African Cup of Nations qualification,Cape Verde,home,W,1,0,False
Brazil,2024-10-15,FIFA World Cup qualification,Peru,home,W,4,0,False
Cape Verde,2024-10-15,African Cup of Nations qualification,Botswana,away,L,0,1,False
Central African Republic,2024-10-15,African Cup of Nations qualification,Morocco,away,L,0,4,False
Chile,2024-10-15,FIFA World Cup qualification,Colombia,away,L,0,4,False
Colombia,2024-10-15,FIFA World Cup qualification,Chile,home,W,4,0,False
Comoros,2024-10-15,African Cup of Nations qualification,Tunisia,neutral,D,1,1,False
Congo,2024-10-15,African Cup of Nations qualification,South Africa,home,D,1,1,False
Croatia,2024-10-15,UEFA Nations League,Poland,away,D,3,3,False
DR Congo,2024-10-15,African Cup of Nations qualification,Tanzania,away,W,2,0,False
Denmark,2024-10-15,UEFA Nations League,Switzerland,away,D,2,2,False
Ecuador,2024-10-15,FIFA World Cup qualification,Uruguay,away,D,0,0,False
Egypt,2024-10-15,African Cup of Nations qualification,Mauritania,away,W,1,0,False
Ghana,2024-10-15,African Cup of Nations qualification,Sudan,neutral,L,0,2,False
Iran,2024-10-15,FIFA World Cup qualification,Qatar,neutral,W,4,1,False
Iraq,2024-10-15,FIFA World Cup qualification,South Korea,away,L,2,3,False
Ivory Coast,2024-10-15,African Cup of Nations qualification,Sierra Leone,neutral,L,0,1,False
Japan,2024-10-15,FIFA World Cup qualification,Australia,home,D,1,1,False
Jordan,2024-10-15,FIFA World Cup qualification,Oman,home,W,4,0,False
Malawi,2024-10-15,African Cup of Nations qualification,Senegal,home,L,0,1,False
Mauritania,2024-10-15,African Cup of Nations qualification,Egypt,home,L,0,1,False
Morocco,2024-10-15,African Cup of Nations qualification,Central African Republic,home,W,4,0,False
Oman,2024-10-15,FIFA World Cup qualification,Jordan,away,L,0,4,False
Paraguay,2024-10-15,FIFA World Cup qualification,Venezuela,home,W,2,1,False
Peru,2024-10-15,FIFA World Cup qualification,Brazil,away,L,0,4,False
Poland,2024-10-15,UEFA Nations League,Croatia,home,D,3,3,False
Portugal,2024-10-15,UEFA Nations League,Scotland,away,D,0,0,False
Qatar,2024-10-15,FIFA World Cup qualification,Iran,neutral,L,1,4,False
Saudi Arabia,2024-10-15,FIFA World Cup qualification,Bahrain,home,D,0,0,False
Scotland,2024-10-15,UEFA Nations League,Portugal,home,D,0,0,False
Senegal,2024-10-15,African Cup of Nations qualification,Malawi,away,W,1,0,False
Serbia,2024-10-15,UEFA Nations League,Spain,away,L,0,3,False
Sierra Leone,2024-10-15,African Cup of Nations qualification,Ivory Coast,neutral,W,1,0,False
South Africa,2024-10-15,African Cup of Nations qualification,Congo,away,D,1,1,False
South Korea,2024-10-15,FIFA World Cup qualification,Iraq,home,W,3,2,False
Spain,2024-10-15,UEFA Nations League,Serbia,home,W,3,0,False
Sudan,2024-10-15,African Cup of Nations qualification,Ghana,neutral,W,2,0,False
Switzerland,2024-10-15,UEFA Nations League,Denmark,home,D,2,2,False
Tanzania,2024-10-15,African Cup of Nations qualification,DR Congo,home,L,0,2,False
Tunisia,2024-10-15,African Cup of Nations qualification,Comoros,neutral,D,1,1,False
United Arab Emirates,2024-10-15,FIFA World Cup qualification,Uzbekistan,away,L,0,1,False
Uruguay,2024-10-15,FIFA World Cup qualification,Ecuador,home,D,0,0,False
Uzbekistan,2024-10-15,FIFA World Cup qualification,United Arab Emirates,home,W,1,0,False
Venezuela,2024-10-15,FIFA World Cup qualification,Paraguay,away,L,1,2,False
Algeria,2024-11-14,African Cup of Nations qualification,Equatorial Guinea,away,D,0,0,False
Argentina,2024-11-14,FIFA World Cup qualification,Paraguay,away,L,1,2,False
Australia,2024-11-14,FIFA World Cup qualification,Saudi Arabia,home,D,0,0,False
Austria,2024-11-14,UEFA Nations League,Kazakhstan,away,W,2,0,False
Belgium,2024-11-14,UEFA Nations League,Italy,home,L,0,1,False
Bolivia,2024-11-14,FIFA World Cup qualification,Ecuador,away,L,0,4,False
Brazil,2024-11-14,FIFA World Cup qualification,Venezuela,away,D,1,1,False
Burkina Faso,2024-11-14,African Cup of Nations qualification,Senegal,neutral,L,0,1,False
Costa Rica,2024-11-14,CONCACAF Nations League,Panama,home,L,0,1,False
Ecuador,2024-11-14,FIFA World Cup qualification,Bolivia,home,W,4,0,False
England,2024-11-14,UEFA Nations League,Greece,away,W,3,0,False
Equatorial Guinea,2024-11-14,African Cup of Nations qualification,Algeria,home,D,0,0,False
France,2024-11-14,UEFA Nations League,Israel,home,D,0,0,False
Greece,2024-11-14,UEFA Nations League,England,home,L,0,3,False
Iran,2024-11-14,FIFA World Cup qualification,North Korea,neutral,W,3,2,False
Iraq,2024-11-14,FIFA World Cup qualification,Jordan,home,D,0,0,False
Israel,2024-11-14,UEFA Nations League,France,away,D,0,0,False
Italy,2024-11-14,UEFA Nations League,Belgium,away,W,1,0,False
Jamaica,2024-11-14,CONCACAF Nations League,United States,home,L,0,1,False
Jordan,2024-11-14,FIFA World Cup qualification,Iraq,away,D,0,0,False
Kazakhstan,2024-11-14,UEFA Nations League,Austria,home,L,0,2,False
Kuwait,2024-11-14,FIFA World Cup qualification,South Korea,home,L,1,3,False
Madagascar,2024-11-14,African Cup of Nations qualification,Tunisia,neutral,L,2,3,False
North Korea,2024-11-14,FIFA World Cup qualification,Iran,neutral,L,2,3,False
Norway,2024-11-14,UEFA Nations League,Slovenia,away,W,4,1,False
Panama,2024-11-14,CONCACAF Nations League,Costa Rica,away,W,1,0,False
Paraguay,2024-11-14,FIFA World Cup qualification,Argentina,home,W,2,1,False
Qatar,2024-11-14,FIFA World Cup qualification,Uzbekistan,home,W,3,2,False
Saudi Arabia,2024-11-14,FIFA World Cup qualification,Australia,away,D,0,0,False
Senegal,2024-11-14,African Cup of Nations qualification,Burkina Faso,neutral,W,1,0,False
Slovenia,2024-11-14,UEFA Nations League,Norway,home,L,1,4,False
South Korea,2024-11-14,FIFA World Cup qualification,Kuwait,away,W,3,1,False
Tunisia,2024-11-14,African Cup of Nations qualification,Madagascar,neutral,W,3,2,False
United States,2024-11-14,CONCACAF Nations League,Jamaica,away,W,1,0,False
Uzbekistan,2024-11-14,FIFA World Cup qualification,Qatar,away,L,2,3,False
Venezuela,2024-11-14,FIFA World Cup qualification,Brazil,home,D,1,1,False
Angola,2024-11-15,African Cup of Nations qualification,Ghana,home,D,1,1,False
Canada,2024-11-15,CONCACAF Nations League,Suriname,away,W,1,0,False
Cape Verde,2024-11-15,African Cup of Nations qualification,Egypt,home,D,1,1,False
Colombia,2024-11-15,FIFA World Cup qualification,Uruguay,away,L,2,3,False
Croatia,2024-11-15,UEFA Nations League,Scotland,away,L,0,1,False
Curacao,2024-11-15,CONCACAF Nations League,Saint Martin,home,W,5,0,False
Denmark,2024-11-15,UEFA Nations League,Spain,home,L,1,2,False
Egypt,2024-11-15,African Cup of Nations qualification,Cape Verde,away,D,1,1,False
Gabon,2024-11-15,African Cup of Nations qualification,Morocco,home,L,1,5,False
Ghana,2024-11-15,African Cup of Nations qualification,Angola,away,D,1,1,False
Haiti,2024-11-15,CONCACAF Nations League,Sint Maarten,neutral,W,8,0,False
Honduras,2024-11-15,CONCACAF Nations League,Mexico,home,W,2,0,False
Indonesia,2024-11-15,FIFA World Cup qualification,Japan,home,L,0,4,False
Ivory Coast,2024-11-15,African Cup of Nations qualification,Zambia,away,L,0,1,False
Japan,2024-11-15,FIFA World Cup qualification,Indonesia,away,W,4,0,False
Mexico,2024-11-15,CONCACAF Nations League,Honduras,away,L,0,2,False
Morocco,2024-11-15,African Cup of Nations qualification,Gabon,away,W,5,1,False
New Zealand,2024-11-15,FIFA World Cup qualification,Vanuatu,home,W,8,1,False
Poland,2024-11-15,UEFA Nations League,Portugal,away,L,1,5,False
Portugal,2024-11-15,UEFA Nations League,Poland,home,W,5,1,False
Saint Martin,2024-11-15,CONCACAF Nations League,Curacao,away,L,0,5,False
Scotland,2024-11-15,UEFA Nations League,Croatia,home,W,1,0,False
Serbia,2024-11-15,UEFA Nations League,Switzerland,away,D,1,1,False
Sint Maarten,2024-11-15,CONCACAF Nations League,Haiti,neutral,L,0,8,False
South Africa,2024-11-15,African Cup of Nations qualification,Uganda,away,W,2,0,False
Spain,2024-11-15,UEFA Nations League,Denmark,away,W,2,1,False
Suriname,2024-11-15,CONCACAF Nations League,Canada,home,L,0,1,False
Switzerland,2024-11-15,UEFA Nations League,Serbia,home,D,1,1,False
Uganda,2024-11-15,African Cup of Nations qualification,South Africa,home,L,0,2,False
Uruguay,2024-11-15,FIFA World Cup qualification,Colombia,home,W,3,2,False
Vanuatu,2024-11-15,FIFA World Cup qualification,New Zealand,away,L,1,8,False
Zambia,2024-11-15,African Cup of Nations qualification,Ivory Coast,home,W,1,0,False
Albania,2024-11-16,UEFA Nations League,Czechia,home,D,0,0,False
Bosnia and Herzegovina,2024-11-16,UEFA Nations League,Germany,away,L,0,7,False
Czechia,2024-11-16,UEFA Nations League,Albania,away,D,0,0,False
DR Congo,2024-11-16,African Cup of Nations qualification,Guinea,neutral,L,0,1,False
Germany,2024-11-16,UEFA Nations League,Bosnia and Herzegovina,home,W,7,0,False
Guinea,2024-11-16,African Cup of Nations qualification,DR Congo,neutral,W,1,0,False
Hungary,2024-11-16,UEFA Nations League,Netherlands,away,L,0,4,False
Netherlands,2024-11-16,UEFA Nations League,Hungary,home,W,4,0,False
Slovakia,2024-11-16,UEFA Nations League,Sweden,away,L,1,2,False
Sweden,2024-11-16,UEFA Nations League,Slovakia,home,W,2,1,False
Turkey,2024-11-16,UEFA Nations League,Wales,home,D,0,0,False
Wales,2024-11-16,UEFA Nations League,Turkey,away,D,0,0,False
Algeria,2024-11-17,African Cup of Nations qualification,Liberia,home,W,5,1,False
Austria,2024-11-17,UEFA Nations League,Slovenia,home,D,1,1,False
Belgium,2024-11-17,UEFA Nations League,Israel,neutral,L,0,1,False
England,2024-11-17,UEFA Nations League,Ireland,home,W,5,0,False
France,2024-11-17,UEFA Nations League,Italy,away,W,3,1,False
Ireland,2024-11-17,UEFA Nations League,England,away,L,0,5,False
Israel,2024-11-17,UEFA Nations League,Belgium,neutral,W,1,0,False
Italy,2024-11-17,UEFA Nations League,France,home,L,1,3,False
Kazakhstan,2024-11-17,UEFA Nations League,Norway,away,L,0,5,False
Liberia,2024-11-17,African Cup of Nations qualification,Algeria,away,L,1,5,False
Norway,2024-11-17,UEFA Nations League,Kazakhstan,home,W,5,0,False
Slovenia,2024-11-17,UEFA Nations League,Austria,away,D,1,1,False
Costa Rica,2024-11-18,CONCACAF Nations League,Panama,away,D,2,2,False
Croatia,2024-11-18,UEFA Nations League,Portugal,home,D,1,1,False
Curacao,2024-11-18,CONCACAF Nations League,Saint Lucia,away,W,4,1,False
Gambia,2024-11-18,African Cup of Nations qualification,Tunisia,away,W,1,0,False
Ghana,2024-11-18,African Cup of Nations qualification,Niger,home,L,1,2,False
Haiti,2024-11-18,CONCACAF Nations League,Puerto Rico,away,W,3,0,False
Jamaica,2024-11-18,CONCACAF Nations League,United States,away,L,2,4,False
Lesotho,2024-11-18,African Cup of Nations qualification,Morocco,away,L,0,7,False
Morocco,2024-11-18,African Cup of Nations qualification,Lesotho,home,W,7,0,False
New Zealand,2024-11-18,FIFA World Cup qualification,Samoa,home,W,8,0,False
Niger,2024-11-18,African Cup of Nations qualification,Ghana,away,W,2,1,False
Panama,2024-11-18,CONCACAF Nations League,Costa Rica,home,D,2,2,False
Poland,2024-11-18,UEFA Nations League,Scotland,home,L,1,2,False
Portugal,2024-11-18,UEFA Nations League,Croatia,away,D,1,1,False
Puerto Rico,2024-11-18,CONCACAF Nations League,Haiti,home,L,0,3,False
Saint Lucia,2024-11-18,CONCACAF Nations League,Curacao,home,L,1,4,False
Samoa,2024-11-18,FIFA World Cup qualification,New Zealand,away,L,0,8,False
Scotland,2024-11-18,UEFA Nations League,Poland,away,W,2,1,False
Spain,2024-11-18,UEFA Nations League,Switzerland,home,W,3,2,False
Switzerland,2024-11-18,UEFA Nations League,Spain,away,L,2,3,False
Tunisia,2024-11-18,African Cup of Nations qualification,Gambia,home,L,0,1,False
United States,2024-11-18,CONCACAF Nations League,Jamaica,home,W,4,2,False
Argentina,2024-11-19,FIFA World Cup qualification,Peru,home,W,1,0,False
Australia,2024-11-19,FIFA World Cup qualification,Bahrain,away,D,2,2,False
Azerbaijan,2024-11-19,UEFA Nations League,Sweden,away,L,0,6,False
Bahrain,2024-11-19,FIFA World Cup qualification,Australia,home,D,2,2,False
Bolivia,2024-11-19,FIFA World Cup qualification,Paraguay,home,D,2,2,False
Bosnia and Herzegovina,2024-11-19,UEFA Nations League,Netherlands,home,D,1,1,False
Botswana,2024-11-19,African Cup of Nations qualification,Egypt,away,D,1,1,False
Brazil,2024-11-19,FIFA World Cup qualification,Uruguay,home,D,1,1,False
Burundi,2024-11-19,African Cup of Nations qualification,Senegal,away,L,0,2,False
Canada,2024-11-19,CONCACAF Nations League,Suriname,home,W,3,0,False
Cape Verde,2024-11-19,African Cup of Nations qualification,Mauritania,away,L,0,1,False
Chad,2024-11-19,African Cup of Nations qualification,Ivory Coast,away,L,0,4,False
China PR,2024-11-19,FIFA World Cup qualification,Japan,home,L,1,3,False
Colombia,2024-11-19,FIFA World Cup qualification,Ecuador,home,L,0,1,False
Czechia,2024-11-19,UEFA Nations League,Georgia,home,W,2,1,False
DR Congo,2024-11-19,African Cup of Nations qualification,Ethiopia,home,L,1,2,False
Ecuador,2024-11-19,FIFA World Cup qualification,Colombia,away,W,1,0,False
Egypt,2024-11-19,African Cup of Nations qualification,Botswana,home,D,1,1,False
Ethiopia,2024-11-19,African Cup of Nations qualification,DR Congo,away,W,2,1,False
Georgia,2024-11-19,UEFA Nations League,Czechia,away,L,1,2,False
Germany,2024-11-19,UEFA Nations League,Hungary,away,D,1,1,False
Honduras,2024-11-19,CONCACAF Nations League,Mexico,away,L,0,4,False
Hungary,2024-11-19,UEFA Nations League,Germany,home,D,1,1,False
Indonesia,2024-11-19,FIFA World Cup qualification,Saudi Arabia,home,W,2,0,False
Iran,2024-11-19,FIFA World Cup qualification,Kyrgyzstan,away,W,3,2,False
Iraq,2024-11-19,FIFA World Cup qualification,Oman,away,W,1,0,False
Ivory Coast,2024-11-19,African Cup of Nations qualification,Chad,home,W,4,0,False
Japan,2024-11-19,FIFA World Cup qualification,China PR,away,W,3,1,False
Jordan,2024-11-19,FIFA World Cup qualification,Kuwait,away,D,1,1,False
Kuwait,2024-11-19,FIFA World Cup qualification,Jordan,home,D,1,1,False
Kyrgyzstan,2024-11-19,FIFA World Cup qualification,Iran,home,L,2,3,False
Mauritania,2024-11-19,African Cup of Nations qualification,Cape Verde,home,W,1,0,False
Mexico,2024-11-19,CONCACAF Nations League,Honduras,home,W,4,0,False
Montenegro,2024-11-19,UEFA Nations League,Turkey,home,W,3,1,False
Netherlands,2024-11-19,UEFA Nations League,Bosnia and Herzegovina,away,D,1,1,False
North Korea,2024-11-19,FIFA World Cup qualification,Uzbekistan,neutral,L,0,1,False
Oman,2024-11-19,FIFA World Cup qualification,Iraq,home,L,0,1,False
Palestine,2024-11-19,FIFA World Cup qualification,South Korea,neutral,D,1,1,False
