team,date,competition,opponent,venue,result,gf,ga,is_friendly
Uzbekistan,2021-02-15,Friendly,Jordan,neutral,W,2,0,True
Jordan,2021-03-20,Friendly,Oman,neutral,D,0,0,True
Oman,2021-03-20,Friendly,Jordan,neutral,D,0,0,True
Jordan,2021-03-24,Friendly,Lebanon,neutral,W,1,0,True
Lebanon,2021-03-24,Friendly,Jordan,neutral,L,0,1,True
Luxembourg,2021-03-24,Friendly,Qatar,neutral,L,0,1,True
Qatar,2021-03-24,Friendly,Luxembourg,neutral,W,1,0,True
Jamaica,2021-03-25,Friendly,United States,neutral,L,1,4,True
Japan,2021-03-25,Friendly,South Korea,home,W,3,0,True
Kuwait,2021-03-25,Friendly,Saudi Arabia,away,L,0,1,True
Saudi Arabia,2021-03-25,Friendly,Kuwait,home,W,1,0,True
South Korea,2021-03-25,Friendly,Japan,away,L,0,3,True
United States,2021-03-25,Friendly,Jamaica,neutral,W,4,1,True
Azerbaijan,2021-03-27,Friendly,Qatar,neutral,L,1,2,True
Bosnia and Herzegovina,2021-03-27,Friendly,Costa Rica,home,D,0,0,True
Costa Rica,2021-03-27,Friendly,Bosnia and Herzegovina,away,D,0,0,True
Mexico,2021-03-27,Friendly,Wales,away,L,0,1,True
Qatar,2021-03-27,Friendly,Azerbaijan,neutral,W,2,1,True
Wales,2021-03-27,Friendly,Mexico,home,W,1,0,True
Northern Ireland,2021-03-28,Friendly,United States,home,L,1,2,True
United States,2021-03-28,Friendly,Northern Ireland,away,W,2,1,True
Bolivia,2021-03-29,Friendly,Ecuador,away,L,1,2,True
Ecuador,2021-03-29,Friendly,Bolivia,home,W,2,1,True
Iraq,2021-03-29,Friendly,Uzbekistan,away,W,1,0,True
Uzbekistan,2021-03-29,Friendly,Iraq,home,L,0,1,True
Bahrain,2021-03-30,Friendly,Jordan,home,L,1,2,True
Costa Rica,2021-03-30,Friendly,Mexico,neutral,L,0,1,True
Iran,2021-03-30,Friendly,Syria,home,W,3,0,True
Ireland,2021-03-30,Friendly,Qatar,neutral,D,1,1,True
Jordan,2021-03-30,Friendly,Bahrain,away,W,2,1,True
Mexico,2021-03-30,Friendly,Costa Rica,neutral,W,1,0,True
Qatar,2021-03-30,Friendly,Ireland,neutral,D,1,1,True
Syria,2021-03-30,Friendly,Iran,away,L,0,3,True
Estonia,2021-03-31,Friendly,Sweden,away,L,0,1,True
Finland,2021-03-31,Friendly,Switzerland,away,L,2,3,True
Sweden,2021-03-31,Friendly,Estonia,home,W,1,0,True
Switzerland,2021-03-31,Friendly,Finland,home,W,3,2,True
Iraq,2021-05-24,Friendly,Tajikistan,home,D,0,0,True
Jordan,2021-05-24,Friendly,United Arab Emirates,away,L,1,5,True
Tajikistan,2021-05-24,Friendly,Iraq,away,D,0,0,True
United Arab Emirates,2021-05-24,Friendly,Jordan,home,W,5,1,True
Azerbaijan,2021-05-27,Friendly,Turkey,away,L,1,2,True
Turkey,2021-05-27,Friendly,Azerbaijan,home,W,2,1,True
Finland,2021-05-29,Friendly,Sweden,away,L,0,2,True
Iceland,2021-05-29,Friendly,Mexico,neutral,L,1,2,True
Iraq,2021-05-29,Friendly,Nepal,home,W,6,2,True
Mexico,2021-05-29,Friendly,Iceland,neutral,W,2,1,True
Nepal,2021-05-29,Friendly,Iraq,away,L,2,6,True
Sweden,2021-05-29,Friendly,Finland,home,W,2,0,True
Switzerland,2021-05-30,Friendly,United States,home,W,2,1,True
United States,2021-05-30,Friendly,Switzerland,away,L,1,2,True
Guinea,2021-05-31,Friendly,Turkey,away,D,0,0,True
Jordan,2021-05-31,Friendly,Vietnam,neutral,D,1,1,True
Turkey,2021-05-31,Friendly,Guinea,home,D,0,0,True
Vietnam,2021-05-31,Friendly,Jordan,neutral,D,1,1,True
Armenia,2021-06-01,Friendly,Croatia,away,D,1,1,True
Croatia,2021-06-01,Friendly,Armenia,home,D,1,1,True
Austria,2021-06-02,Friendly,England,away,L,0,1,True
Bosnia and Herzegovina,2021-06-02,Friendly,Montenegro,home,D,0,0,True
Denmark,2021-06-02,Friendly,Germany,neutral,D,1,1,True
England,2021-06-02,Friendly,Austria,home,W,1,0,True
France,2021-06-02,Friendly,Wales,home,W,3,0,True
Germany,2021-06-02,Friendly,Denmark,neutral,D,1,1,True
Luxembourg,2021-06-02,Friendly,Norway,neutral,L,0,1,True
Montenegro,2021-06-02,Friendly,Bosnia and Herzegovina,away,D,0,0,True
Netherlands,2021-06-02,Friendly,Scotland,neutral,D,2,2,True
Norway,2021-06-02,Friendly,Luxembourg,neutral,W,1,0,True
Scotland,2021-06-02,Friendly,Netherlands,neutral,D,2,2,True
Wales,2021-06-02,Friendly,France,away,L,0,3,True
Algeria,2021-06-03,Friendly,Mauritania,home,W,4,1,True
Belgium,2021-06-03,Friendly,Greece,home,D,1,1,True
Greece,2021-06-03,Friendly,Belgium,away,D,1,1,True
Liechtenstein,2021-06-03,Friendly,Switzerland,away,L,0,7,True
Mauritania,2021-06-03,Friendly,Algeria,away,L,1,4,True
Moldova,2021-06-03,Friendly,Turkey,neutral,L,0,2,True
Switzerland,2021-06-03,Friendly,Liechtenstein,home,W,7,0,True
Turkey,2021-06-03,Friendly,Moldova,neutral,W,2,0,True
Czechia,2021-06-04,Friendly,Italy,away,L,0,4,True
Italy,2021-06-04,Friendly,Czechia,home,W,4,0,True
Portugal,2021-06-04,Friendly,Spain,away,D,0,0,True
Spain,2021-06-04,Friendly,Portugal,home,D,0,0,True
Armenia,2021-06-05,Friendly,Sweden,away,L,1,3,True
Burkina Faso,2021-06-05,Friendly,Ivory Coast,away,L,1,2,True
DR Congo,2021-06-05,Friendly,Tunisia,away,L,0,1,True
Ivory Coast,2021-06-05,Friendly,Burkina Faso,home,W,2,1,True
Senegal,2021-06-05,Friendly,Zambia,home,W,3,1,True
Sweden,2021-06-05,Friendly,Armenia,home,W,3,1,True
Tunisia,2021-06-05,Friendly,DR Congo,home,W,1,0,True
Zambia,2021-06-05,Friendly,Senegal,away,L,1,3,True
Algeria,2021-06-06,Friendly,Mali,home,W,1,0,True
Austria,2021-06-06,Friendly,Slovakia,home,D,0,0,True
Belgium,2021-06-06,Friendly,Croatia,home,W,1,0,True
Bosnia and Herzegovina,2021-06-06,Friendly,Denmark,away,L,0,2,True
Croatia,2021-06-06,Friendly,Belgium,away,L,0,1,True
Denmark,2021-06-06,Friendly,Bosnia and Herzegovina,home,W,2,0,True
England,2021-06-06,Friendly,Romania,home,W,1,0,True
Georgia,2021-06-06,Friendly,Netherlands,away,L,0,3,True
Greece,2021-06-06,Friendly,Norway,neutral,W,2,1,True
Luxembourg,2021-06-06,Friendly,Scotland,home,L,0,1,True
Mali,2021-06-06,Friendly,Algeria,away,L,0,1,True
Netherlands,2021-06-06,Friendly,Georgia,home,W,3,0,True
Norway,2021-06-06,Friendly,Greece,neutral,L,1,2,True
Romania,2021-06-06,Friendly,England,away,L,0,1,True
Scotland,2021-06-06,Friendly,Luxembourg,away,W,1,0,True
Slovakia,2021-06-06,Friendly,Austria,away,D,0,0,True
Germany,2021-06-07,Friendly,Latvia,home,W,7,1,True
Latvia,2021-06-07,Friendly,Germany,away,L,1,7,True
Albania,2021-06-08,Friendly,Czechia,away,L,1,3,True
Bulgaria,2021-06-08,Friendly,France,away,L,0,3,True
Cape Verde,2021-06-08,Friendly,Senegal,away,L,0,2,True
Czechia,2021-06-08,Friendly,Albania,home,W,3,1,True
France,2021-06-08,Friendly,Bulgaria,home,W,3,0,True
Ghana,2021-06-08,Friendly,Morocco,away,L,0,1,True
Lithuania,2021-06-08,Friendly,Spain,away,L,0,4,True
Morocco,2021-06-08,Friendly,Ghana,home,W,1,0,True
Senegal,2021-06-08,Friendly,Cape Verde,home,W,2,0,True
Spain,2021-06-08,Friendly,Lithuania,home,W,4,0,True
Costa Rica,2021-06-09,Friendly,United States,away,L,0,4,True
Israel,2021-06-09,Friendly,Portugal,away,L,0,4,True
Portugal,2021-06-09,Friendly,Israel,home,W,4,0,True
United States,2021-06-09,Friendly,Costa Rica,home,W,4,0,True
South Africa,2021-06-10,Friendly,Uganda,home,W,3,2,True
Uganda,2021-06-10,Friendly,South Africa,away,L,2,3,True
Algeria,2021-06-11,Friendly,Tunisia,away,W,2,0,True
DR Congo,2021-06-11,Friendly,Mali,neutral,D,1,1,True
Mali,2021-06-11,Friendly,DR Congo,neutral,D,1,1,True
Tunisia,2021-06-11,Friendly,Algeria,home,L,0,2,True
Burkina Faso,2021-06-12,Friendly,Morocco,away,L,0,1,True
Ghana,2021-06-12,Friendly,Ivory Coast,home,D,0,0,True
Honduras,2021-06-12,Friendly,Mexico,neutral,D,0,0,True
Ivory Coast,2021-06-12,Friendly,Ghana,away,D,0,0,True
Mexico,2021-06-12,Friendly,Honduras,neutral,D,0,0,True
Morocco,2021-06-12,Friendly,Burkina Faso,home,W,1,0,True
Mali,2021-06-15,Friendly,Tunisia,away,L,0,1,True
Tunisia,2021-06-15,Friendly,Mali,home,W,1,0,True
Algeria,2021-06-17,Friendly,Liberia,home,W,5,1,True
Liberia,2021-06-17,Friendly,Algeria,away,L,1,5,True
Mexico,2021-06-30,Friendly,Panama,neutral,W,3,0,True
Panama,2021-06-30,Friendly,Mexico,neutral,L,0,3,True
Mexico,2021-07-03,Friendly,Nigeria,neutral,W,4,0,True
Nigeria,2021-07-03,Friendly,Mexico,neutral,L,0,4,True
El Salvador,2021-07-04,Friendly,Qatar,neutral,L,0,1,True
Qatar,2021-07-04,Friendly,El Salvador,neutral,W,1,0,True
Bahrain,2021-09-01,Friendly,Haiti,home,W,6,1,True
Greece,2021-09-01,Friendly,Switzerland,away,L,1,2,True
Haiti,2021-09-01,Friendly,Bahrain,away,L,1,6,True
Qatar,2021-09-01,Friendly,Serbia,neutral,L,0,4,True
Serbia,2021-09-01,Friendly,Qatar,neutral,W,4,0,True
Switzerland,2021-09-01,Friendly,Greece,home,W,2,1,True
Bosnia and Herzegovina,2021-09-04,Friendly,Kuwait,home,W,1,0,True
Haiti,2021-09-04,Friendly,Jordan,neutral,W,2,0,True
Jordan,2021-09-04,Friendly,Haiti,neutral,L,0,2,True
Kuwait,2021-09-04,Friendly,Bosnia and Herzegovina,away,L,0,1,True
Portugal,2021-09-04,Friendly,Qatar,neutral,W,3,1,True
Qatar,2021-09-04,Friendly,Portugal,neutral,L,1,3,True
Sweden,2021-09-05,Friendly,Uzbekistan,home,W,2,1,True
Uzbekistan,2021-09-05,Friendly,Sweden,away,L,1,2,True
Bahrain,2021-09-07,Friendly,Jordan,home,L,1,2,True
Jordan,2021-09-07,Friendly,Bahrain,away,W,2,1,True
Luxembourg,2021-09-07,Friendly,Qatar,home,D,1,1,True
Qatar,2021-09-07,Friendly,Luxembourg,away,D,1,1,True
Czechia,2021-09-08,Friendly,Ukraine,home,D,1,1,True
Ukraine,2021-09-08,Friendly,Czechia,away,D,1,1,True
Egypt,2021-09-30,Friendly,Liberia,home,W,2,0,True
Liberia,2021-09-30,Friendly,Egypt,away,L,0,2,True
Bahrain,2021-10-06,Friendly,Curacao,home,W,4,0,True
Curacao,2021-10-06,Friendly,Bahrain,away,L,0,4,True
Jordan,2021-10-06,Friendly,Malaysia,home,W,4,0,True
Malaysia,2021-10-06,Friendly,Jordan,away,L,0,4,True
Curacao,2021-10-09,Friendly,New Zealand,neutral,L,1,2,True
Malaysia,2021-10-09,Friendly,Uzbekistan,neutral,L,1,5,True
New Zealand,2021-10-09,Friendly,Curacao,neutral,W,2,1,True
Portugal,2021-10-09,Friendly,Qatar,home,W,3,0,True
Qatar,2021-10-09,Friendly,Portugal,away,L,0,3,True
Uzbekistan,2021-10-09,Friendly,Malaysia,neutral,W,5,1,True
Bahrain,2021-10-12,Friendly,New Zealand,home,L,0,1,True
Ireland,2021-10-12,Friendly,Qatar,home,W,4,0,True
Jordan,2021-10-12,Friendly,Uzbekistan,home,W,3,0,True
New Zealand,2021-10-12,Friendly,Bahrain,away,W,1,0,True
Qatar,2021-10-12,Friendly,Ireland,away,L,0,4,True
Uzbekistan,2021-10-12,Friendly,Jordan,away,L,0,3,True
Ecuador,2021-10-27,Friendly,Mexico,neutral,W,3,2,True
Mexico,2021-10-27,Friendly,Ecuador,neutral,L,2,3,True
Jordan,2021-11-10,Friendly,Kosovo,away,W,2,0,True
Kosovo,2021-11-10,Friendly,Jordan,home,L,0,2,True
Czechia,2021-11-11,Friendly,Kuwait,home,W,7,0,True
Kuwait,2021-11-11,Friendly,Czechia,away,L,0,7,True
Qatar,2021-11-11,Friendly,Serbia,away,L,0,4,True
Serbia,2021-11-11,Friendly,Qatar,home,W,4,0,True
Azerbaijan,2021-11-14,Friendly,Qatar,home,D,2,2,True
Qatar,2021-11-14,Friendly,Azerbaijan,away,D,2,2,True
Georgia,2021-11-15,Friendly,Uzbekistan,home,W,1,0,True
Uzbekistan,2021-11-15,Friendly,Georgia,away,L,0,1,True
Belarus,2021-11-16,Friendly,Jordan,home,W,1,0,True
Gambia,2021-11-16,Friendly,New Zealand,neutral,L,0,2,True
Jordan,2021-11-16,Friendly,Belarus,away,L,0,1,True
New Zealand,2021-11-16,Friendly,Gambia,neutral,W,2,0,True
Ecuador,2021-12-04,Friendly,El Salvador,neutral,D,1,1,True
El Salvador,2021-12-04,Friendly,Ecuador,neutral,D,1,1,True
Chile,2021-12-08,Friendly,Mexico,neutral,D,2,2,True
Mexico,2021-12-08,Friendly,Chile,neutral,D,2,2,True
Bosnia and Herzegovina,2021-12-18,Friendly,United States,away,L,0,1,True
United States,2021-12-18,Friendly,Bosnia and Herzegovina,home,W,1,0,True
Algeria,2022-01-05,Friendly,Ghana,neutral,W,3,0,True
Ghana,2022-01-05,Friendly,Algeria,neutral,L,0,3,True
Iceland,2022-01-15,Friendly,South Korea,neutral,L,1,5,True
South Korea,2022-01-15,Friendly,Iceland,neutral,W,5,1,True
Colombia,2022-01-16,Friendly,Honduras,neutral,W,2,1,True
Honduras,2022-01-16,Friendly,Colombia,neutral,L,1,2,True
Panama,2022-01-16,Friendly,Peru,away,D,1,1,True
Peru,2022-01-16,Friendly,Panama,home,D,1,1,True
Moldova,2022-01-20,Friendly,South Korea,neutral,L,0,4,True
South Korea,2022-01-20,Friendly,Moldova,neutral,W,4,0,True
Iraq,2022-01-21,Friendly,Uganda,home,W,1,0,True
Uganda,2022-01-21,Friendly,Iraq,away,L,0,1,True
South Sudan,2022-01-27,Friendly,Uzbekistan,neutral,L,0,3,True
Uzbekistan,2022-01-27,Friendly,South Sudan,neutral,W,3,0,True
Jordan,2022-01-28,Friendly,New Zealand,neutral,W,3,1,True
New Zealand,2022-01-28,Friendly,Jordan,neutral,L,1,3,True
Bahrain,2022-02-01,Friendly,DR Congo,home,W,1,0,True
DR Congo,2022-02-01,Friendly,Bahrain,away,L,0,1,True
Iraq,2022-03-18,Friendly,Zambia,home,W,3,1,True
Zambia,2022-03-18,Friendly,Iraq,away,L,1,3,True
Cape Verde,2022-03-23,Friendly,Guadeloupe,neutral,W,2,0,True
Guadeloupe,2022-03-23,Friendly,Cape Verde,neutral,L,0,2,True
Poland,2022-03-24,Friendly,Scotland,away,D,1,1,True
Scotland,2022-03-24,Friendly,Poland,home,D,1,1,True
Bosnia and Herzegovina,2022-03-25,Friendly,Georgia,home,L,0,1,True
Cape Verde,2022-03-25,Friendly,Liechtenstein,neutral,W,6,0,True
France,2022-03-25,Friendly,Ivory Coast,home,W,2,1,True
Georgia,2022-03-25,Friendly,Bosnia and Herzegovina,away,W,1,0,True
Guinea,2022-03-25,Friendly,South Africa,neutral,D,0,0,True
Ivory Coast,2022-03-25,Friendly,France,away,L,1,2,True
Liechtenstein,2022-03-25,Friendly,Cape Verde,neutral,L,0,6,True
Norway,2022-03-25,Friendly,Slovakia,home,W,2,0,True
Slovakia,2022-03-25,Friendly,Norway,away,L,0,2,True
South Africa,2022-03-25,Friendly,Guinea,neutral,D,0,0,True
Albania,2022-03-26,Friendly,Spain,away,L,1,2,True
Belgium,2022-03-26,Friendly,Ireland,away,D,2,2,True
Bulgaria,2022-03-26,Friendly,Qatar,away,L,1,2,True
Croatia,2022-03-26,Friendly,Slovenia,neutral,D,1,1,True
Denmark,2022-03-26,Friendly,Netherlands,away,L,2,4,True
England,2022-03-26,Friendly,Switzerland,home,W,2,1,True
Germany,2022-03-26,Friendly,Israel,home,W,2,0,True
Ireland,2022-03-26,Friendly,Belgium,home,D,2,2,True
Israel,2022-03-26,Friendly,Germany,away,L,0,2,True
Netherlands,2022-03-26,Friendly,Denmark,home,W,4,2,True
Qatar,2022-03-26,Friendly,Bulgaria,home,W,2,1,True
Slovenia,2022-03-26,Friendly,Croatia,neutral,D,1,1,True
Spain,2022-03-26,Friendly,Albania,home,W,2,1,True
Switzerland,2022-03-26,Friendly,England,away,L,1,2,True
Guatemala,2022-03-27,Friendly,Haiti,neutral,W,2,1,True
Haiti,2022-03-27,Friendly,Guatemala,neutral,L,1,2,True
Cape Verde,2022-03-28,Friendly,San Marino,neutral,W,2,0,True
San Marino,2022-03-28,Friendly,Cape Verde,neutral,L,0,2,True
Armenia,2022-03-29,Friendly,Norway,away,L,0,9,True
Austria,2022-03-29,Friendly,Scotland,home,D,2,2,True
Belgium,2022-03-29,Friendly,Burkina Faso,home,W,3,0,True
Bosnia and Herzegovina,2022-03-29,Friendly,Luxembourg,home,W,1,0,True
Bulgaria,2022-03-29,Friendly,Croatia,neutral,L,1,2,True
Burkina Faso,2022-03-29,Friendly,Belgium,away,L,0,3,True
Croatia,2022-03-29,Friendly,Bulgaria,neutral,W,2,1,True
Czechia,2022-03-29,Friendly,Wales,away,D,1,1,True
England,2022-03-29,Friendly,Ivory Coast,home,W,3,0,True
France,2022-03-29,Friendly,South Africa,neutral,W,5,0,True
Germany,2022-03-29,Friendly,Netherlands,away,D,1,1,True
Iceland,2022-03-29,Friendly,Spain,away,L,0,5,True
Italy,2022-03-29,Friendly,Turkey,away,W,3,2,True
Ivory Coast,2022-03-29,Friendly,England,away,L,0,3,True
Kosovo,2022-03-29,Friendly,Switzerland,away,D,1,1,True
Luxembourg,2022-03-29,Friendly,Bosnia and Herzegovina,away,L,0,1,True
Netherlands,2022-03-29,Friendly,Germany,home,D,1,1,True
Norway,2022-03-29,Friendly,Armenia,home,W,9,0,True
Qatar,2022-03-29,Friendly,Slovenia,home,D,0,0,True
Scotland,2022-03-29,Friendly,Austria,away,D,2,2,True
Slovenia,2022-03-29,Friendly,Qatar,away,D,0,0,True
South Africa,2022-03-29,Friendly,France,neutral,L,0,5,True
Spain,2022-03-29,Friendly,Iceland,home,W,5,0,True
Switzerland,2022-03-29,Friendly,Kosovo,home,D,1,1,True
Turkey,2022-03-29,Friendly,Italy,home,L,2,3,True
Wales,2022-03-29,Friendly,Czechia,home,D,1,1,True
Guatemala,2022-04-27,Friendly,Mexico,neutral,D,0,0,True
Mexico,2022-04-27,Friendly,Guatemala,neutral,D,0,0,True
India,2022-05-28,Friendly,Jordan,neutral,L,0,2,True
Jordan,2022-05-28,Friendly,India,neutral,W,2,0,True
Mexico,2022-05-28,Friendly,Nigeria,neutral,W,2,1,True
Nigeria,2022-05-28,Friendly,Mexico,neutral,L,1,2,True
Australia,2022-06-01,Friendly,Jordan,neutral,W,2,1,True
Jordan,2022-06-01,Friendly,Australia,neutral,L,1,2,True
Morocco,2022-06-01,Friendly,United States,away,L,0,3,True
United States,2022-06-01,Friendly,Morocco,home,W,3,0,True
Brazil,2022-06-02,Friendly,South Korea,away,W,5,1,True
Ecuador,2022-06-02,Friendly,Nigeria,neutral,W,1,0,True
Japan,2022-06-02,Friendly,Paraguay,home,W,4,1,True
Mexico,2022-06-02,Friendly,Uruguay,neutral,L,0,3,True
Nigeria,2022-06-02,Friendly,Ecuador,neutral,L,0,1,True
Paraguay,2022-06-02,Friendly,Japan,away,L,1,4,True
South Korea,2022-06-02,Friendly,Brazil,home,L,1,5,True
Uruguay,2022-06-02,Friendly,Mexico,neutral,W,3,0,True
Argentina,2022-06-05,Friendly,Estonia,neutral,W,5,0,True
Colombia,2022-06-05,Friendly,Saudi Arabia,neutral,W,1,0,True
Ecuador,2022-06-05,Friendly,Mexico,neutral,D,0,0,True
Estonia,2022-06-05,Friendly,Argentina,neutral,L,0,5,True
Mexico,2022-06-05,Friendly,Ecuador,neutral,D,0,0,True
New Zealand,2022-06-05,Friendly,Peru,neutral,L,0,1,True
Peru,2022-06-05,Friendly,New Zealand,neutral,W,1,0,True
Saudi Arabia,2022-06-05,Friendly,Colombia,neutral,L,0,1,True
United States,2022-06-05,Friendly,Uruguay,home,D,0,0,True
Uruguay,2022-06-05,Friendly,United States,away,D,0,0,True
Brazil,2022-06-06,Friendly,Japan,away,W,1,0,True
Chile,2022-06-06,Friendly,South Korea,away,L,0,2,True
Japan,2022-06-06,Friendly,Brazil,home,L,0,1,True
South Korea,2022-06-06,Friendly,Chile,home,W,2,0,True
New Zealand,2022-06-09,Friendly,Oman,neutral,D,0,0,True
Oman,2022-06-09,Friendly,New Zealand,neutral,D,0,0,True
Saudi Arabia,2022-06-09,Friendly,Venezuela,neutral,L,0,1,True
Venezuela,2022-06-09,Friendly,Saudi Arabia,neutral,W,1,0,True
Paraguay,2022-06-10,Friendly,South Korea,away,D,2,2,True
South Korea,2022-06-10,Friendly,Paraguay,home,D,2,2,True
Cape Verde,2022-06-11,Friendly,Ecuador,neutral,L,0,1,True
Ecuador,2022-06-11,Friendly,Cape Verde,neutral,W,1,0,True
Panama,2022-06-11,Friendly,Uruguay,away,L,0,5,True
Uruguay,2022-06-11,Friendly,Panama,home,W,5,0,True
Algeria,2022-06-12,Friendly,Iran,neutral,W,2,1,True
Iran,2022-06-12,Friendly,Algeria,neutral,L,1,2,True
Egypt,2022-06-14,Friendly,South Korea,away,L,1,4,True
South Korea,2022-06-14,Friendly,Egypt,home,W,4,1,True
Mexico,2022-08-31,Friendly,Paraguay,neutral,L,0,1,True
Paraguay,2022-08-31,Friendly,Mexico,neutral,W,1,0,True
Australia,2022-09-22,Friendly,New Zealand,home,W,1,0,True
Comoros,2022-09-22,Friendly,Tunisia,neutral,L,0,1,True
New Zealand,2022-09-22,Friendly,Australia,away,L,0,1,True
Tunisia,2022-09-22,Friendly,Comoros,neutral,W,1,0,True
Algeria,2022-09-23,Friendly,Guinea,home,W,1,0,True
Argentina,2022-09-23,Friendly,Honduras,neutral,W,3,0,True
Bahrain,2022-09-23,Friendly,Cape Verde,home,L,1,2,True
Brazil,2022-09-23,Friendly,Ghana,neutral,W,3,0,True
Burkina Faso,2022-09-23,Friendly,DR Congo,neutral,W,1,0,True
Cameroon,2022-09-23,Friendly,Uzbekistan,neutral,L,0,2,True
Canada,2022-09-23,Friendly,Qatar,neutral,W,2,0,True
